Benchmark Program,Mutant,Explaination,Usage
Problem1,v12/Problem1.c,"Yes
Line in mutant `calculate_outputm9`: condition changed from `if(a166 == 32 && input==4 && cf==1 && a52==8)` to `if(a166 == 32 || (input==4 && cf==1 && a52==8))`, making the branch execute whenever `a166==32` (regardless of input/a52), altering state (`cf=0; a52=9`) and control flow.","CompletionUsage(completion_tokens=97, prompt_tokens=6999, total_tokens=7096, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v15/Problem1.c,"Yes
Mutant changes `calculate_outputm17` first condition from `if(a166 == 35 && input==5 && a175==8 && cf==1)` to `if(a166 != 35 && input==5 && a175==8 && cf==1)`, altering when state updates (`a166=32; a52=7; cf=0`) occur.","CompletionUsage(completion_tokens=82, prompt_tokens=6999, total_tokens=7081, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
Problem1,v2/Problem1.c,"Yes
Mutant changes `calculate_outputm1` first condition from `((cf==1 && a166==33) && (input==3) && a176==6)` to `((cf==1 && a166==33) || (input==3)) && a176==6`, which can trigger state updates (`cf=0; a166=36; a62=33;`) even when `cf!=1`/`a166!=33` as long as `input==3` and `a176==6`.","CompletionUsage(completion_tokens=114, prompt_tokens=6999, total_tokens=7113, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=2688))"
Problem1,v3/Problem1.c,"Yes
- Mutant `calculate_outputm1` changes condition from `&& a176 == 6` to `|| a176 == 6` (`if((a166 == 33 && (((input == 2) && cf==1 ) || a176 == 6)))`), making it trigger for any `a176==6` regardless of `input/cf`, altering control flow and state (`cf=0`).","CompletionUsage(completion_tokens=91, prompt_tokens=6999, total_tokens=7090, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v16/Problem1.c,"Yes
Line in mutant `calculate_outputm18`: `if((a166 == 36 || (( cf==1 && (input == 1)) && a62 == 33)))` uses `||` instead of `&&`, so it can trigger (and set `cf=0`, `a62=35`) whenever `a166==36` regardless of `cf/input/a62`, changing state/control flow.","CompletionUsage(completion_tokens=89, prompt_tokens=6999, total_tokens=7088, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v10/Problem1.c,"Yes
- Mutant `calculate_outputm6`: condition changed from `if (a176 == 12 && a166 == 33 && cf==1 && input==4)` to `if (a176 == 12 || (a166 == 33 && cf==1 && input==4))`, which can set `cf=0` and execute this branch even when `a176 != 12`, altering control flow/state.","CompletionUsage(completion_tokens=92, prompt_tokens=6999, total_tokens=7091, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
Problem1,v1/Problem1.c,"No — the only change is in `calculate_outputm1` where `printf(""%d\n"", 21);` becomes `printf(""%d\n"", 221);`, which affects output only and not control flow or state.","CompletionUsage(completion_tokens=49, prompt_tokens=6999, total_tokens=7048, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v9/Problem1.c,"Yes
Mutant changes condition in `calculate_outputm5` from `a176 == 11` to `a176 == 110`, making the `(input==5)` transition unreachable when `a176` is 11 (mutant: `if((a176 == 110 && ...))`).","CompletionUsage(completion_tokens=65, prompt_tokens=6999, total_tokens=7064, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v23/Problem1.c,"Yes  
Mutant changes `if((a166 == 36 && cf==1 )) { ... }` to `if(!(a166 == 36 && cf==1 )) { ... }` in `calculate_output`, inverting the condition and thus calling `calculate_outputm18/19/20` when `a166 != 36` instead of when `a166 == 36`.","CompletionUsage(completion_tokens=83, prompt_tokens=6999, total_tokens=7082, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v24/Problem1.c,"Yes
- Mutant `calculate_output()` changes `if((a166 == 34 && cf==1 ))` to `if(!(a166 == 34 && cf==1 ))`, inverting the condition and thus calling `calculate_outputm11..m14` for all states *except* `a166==34` (functional control-flow change).","CompletionUsage(completion_tokens=76, prompt_tokens=6999, total_tokens=7075, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v22/Problem1.c,"Yes
Line in mutant `calculate_output`: `if(!(a166 == 33 && cf==1 ))` negates the original condition, so when `a166==33` (initially true) none of `calculate_outputm1..m6` are called, changing state transitions/control flow beyond printf.","CompletionUsage(completion_tokens=67, prompt_tokens=6999, total_tokens=7066, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=6144))"
Problem1,v14/Problem1.c,"Yes
- In `calculate_outputm19` (mutant), the third `if` condition is changed to `if(((!(a166 == 36 && cf==1 ) && a62 == 32) && (input == 1)))`, which is not equivalent to the original `if((((a166 == 36 && cf==1 ) && a62 == 32) && (input == 1)))`; this alters when `cf` is cleared and thus changes control flow/state updates.","CompletionUsage(completion_tokens=106, prompt_tokens=7000, total_tokens=7106, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=6016))"
Problem1,v13/Problem1.c,"Yes
- In `calculate_outputm18` (mutant), the third condition is changed from `(cf==1 && input==4)` to `!(cf==1 && input==4)`, so it triggers for all inputs except 4 (when `a166==36 && a62==33`), altering state updates (`a166=32; a52=8; cf=0`) and control flow.","CompletionUsage(completion_tokens=89, prompt_tokens=6999, total_tokens=7088, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v5/Problem1.c,"Yes
Mutant changes `calculate_outputm2` second condition to `if (a176==7 && input==3 && !(a166==33 && cf==1))`, making it unreachable in normal flow (since `a166==33 && cf==1` holds when `calculate_outputm2` is called), so the `a176=11` state transition never occurs.","CompletionUsage(completion_tokens=82, prompt_tokens=6999, total_tokens=7081, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v11/Problem1.c,"Yes
- Mutant `calculate_outputm18`: condition changed from `cf==1` to `cf==14` in the `(input==4)` branch, making that transition unreachable and altering state updates/control flow.","CompletionUsage(completion_tokens=48, prompt_tokens=6999, total_tokens=7047, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
Problem1,v18/Problem1.c,"Yes
- Mutant `calculate_outputm18` first condition is negated: `if(!(a166 == 36 && ((cf==1 && (input == 1)) && a62 == 33)))` causing `cf=0; a62=35;` to execute for almost all inputs/states instead of only when `(a166==36 && a62==33 && input==1 && cf==1)`, changing control flow and state updates.","CompletionUsage(completion_tokens=99, prompt_tokens=6999, total_tokens=7098, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v20/Problem1.c,"Yes
- Mutant `calculate_outputm18` first condition changed from `(a166 == 36 && ...)` to `(!a166 == 36 && ...)`, which is effectively always false for `a166=36` and thus prevents the state update `a62=35` on `input==1` when `a166==36 && a62==33` (mutant: `if((!a166 == 36 && ...))`).","CompletionUsage(completion_tokens=97, prompt_tokens=7000, total_tokens=7097, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v21/Problem1.c,"Yes
- In `calculate_outputm20` (mutant), the first condition is negated: `if(!(((input == 3) && (a166 == 36 && cf==1 )) && a62 == 35))`, causing this branch to execute for almost all inputs and set `cf=0; a62=32;`, preventing the second `if` from ever running and changing state transitions compared to the original.","CompletionUsage(completion_tokens=93, prompt_tokens=7000, total_tokens=7093, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v19/Problem1.c,"Yes
- In `calculate_outputm19` the condition `a166 == 36` was mutated to `a166 == 360`, so the `(input==3)` transition that sets `a62=33` can never trigger when `a166` is 36, changing state/control flow.","CompletionUsage(completion_tokens=65, prompt_tokens=6999, total_tokens=7064, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v17/Problem1.c,"Yes
Mutant changes `calculate_outputm20` first condition to `if((!((input == 3) && (a166 == 36 && cf==1 )) && a62 == 35))`, which triggers for almost all inputs (and even when `cf!=1`), altering control flow/state updates (`cf=0; a62=32;`) compared to original that only triggers when `input==3` and `cf==1`.","CompletionUsage(completion_tokens=97, prompt_tokens=7001, total_tokens=7098, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=5760))"
Problem1,v4/Problem1.c,"No — the only change is in `calculate_outputm2`’s `printf` (mutant: `printf(""%d \n"", 213);`), which affects output text/value only and does not change control flow or state.","CompletionUsage(completion_tokens=52, prompt_tokens=7000, total_tokens=7052, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=3712))"
adpcm,v1/adpcm.c,"Yes
- Mutant `my_sin`: `while (rad < 2 * PI) rad += 2 * PI;` (mutant) vs `while (rad < -2 * PI) rad += 2 * PI;` (source) changes range-reduction for negative angles, producing different sine/cosine results and thus different program behavior.","CompletionUsage(completion_tokens=78, prompt_tokens=10369, total_tokens=10447, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
adpcm,v4/adpcm.c,"Yes
- Mutant `encode()`: `if (eh == 0)` (mutant) replaces `if (eh >= 0)` (source), changing `ih` selection for all `eh > 0` cases and thus altering encoded output and downstream state/results.","CompletionUsage(completion_tokens=60, prompt_tokens=10368, total_tokens=10428, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
adpcm,v6/adpcm.c,"Yes
- In `encode()`, the `else` branch sets `ih = 0` instead of `ih = 1`, which can make `ih--` produce `-1` and then index `qq2_code2_table[ih]`/`wh_code_table[ih]` out of bounds, changing behavior/causing UB.","CompletionUsage(completion_tokens=76, prompt_tokens=10369, total_tokens=10445, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=6784))"
adpcm,v8/adpcm.c,"Yes
Mutant main(): inside `for(; j < 32767; j++)` loop sets `i = IN_END + 1;` (was `IN_END - 1`), causing out-of-bounds accesses to `compressed[i/2]` and `result[i]`/`result[i-1]` (mutant line with `i=IN_END+1;`).","CompletionUsage(completion_tokens=86, prompt_tokens=10369, total_tokens=10455, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=6784))"
adpcm,v7/adpcm.c,"Yes
- In `encode()`, mutant changes `decis = (564L * (long) deth) >> 12L;` to `decis = (564L * (long) deth) << 12L;`, drastically altering the threshold used in `if (my_abs(eh) > decis) ih--;` and thus changing `ih`/encoded output and downstream state.","CompletionUsage(completion_tokens=85, prompt_tokens=10369, total_tokens=10454, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=6784))"
adpcm,v5/adpcm.c,"Yes
Mutant changes `if (my_abs(eh) > decis) ih--;` to `if (my_abs(eh) > decis) ih++;` inside `encode()`, altering `ih` (and thus `dh`, `nbh`, `deth`, return value, and subsequent state).","CompletionUsage(completion_tokens=67, prompt_tokens=10369, total_tokens=10436, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
adpcm,v3/adpcm.c,"Yes
- Mutant `my_sin`: `while (rad > -2 * PI) rad += 2 * PI;` (second normalization loop) should be `while (rad < -2 * PI) ...`; as written it can loop forever for most `rad` values, changing control flow/termination.","CompletionUsage(completion_tokens=69, prompt_tokens=10369, total_tokens=10438, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
adpcm,v2/adpcm.c,"Yes
- Mutant `my_sin`: `while (rad > -2 * PI) rad -= 2 * PI;` (should be `rad > 2*PI`) makes the loop run for almost all `rad` values, changing `rad` normalization and thus all downstream computations using `my_sin/my_cos`.","CompletionUsage(completion_tokens=72, prompt_tokens=10369, total_tokens=10441, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=6784))"
Problem2,v6/Problem2.c,"Yes
Mutant changes `calculate_outputm25` third condition from `&&` to `||` (in mutant: `if((a563233528 == 9 && ((((input == 8) && cf==1 ) || ((-54 < a2002160881) && (76 >= a2002160881))) && a1389193574 == 34)))`), making the branch execute for many more states/inputs and thus altering control flow and state updates.","CompletionUsage(completion_tokens=102, prompt_tokens=21297, total_tokens=21399, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
Problem2,v2/Problem2.c,"Yes — in `calculate_outputm21` the first guard changed from `a2002160881 <= -181` (source) to `a2002160881 == -181` (mutant), altering when that transition executes and thus changing reachable state updates.","CompletionUsage(completion_tokens=57, prompt_tokens=21297, total_tokens=21354, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
Problem2,v4/Problem2.c,"Yes
- Mutant sets `cf = -1;` at start of `calculate_output` (instead of `cf = 1;`), preventing all `cf==1` guarded transitions and changing control flow/state updates.
- In mutant `calculate_outputm24`, condition changed to `if((((input == 3) | cf==1 ) ...))` (bitwise OR), making it true whenever `cf==1` regardless of `input`, altering control flow and state updates.","CompletionUsage(completion_tokens=104, prompt_tokens=21297, total_tokens=21401, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=16000))"
Problem2,v1/Problem2.c,"Yes
- Mutant `calculate_outputm25` negates the first condition (`if(!(...))`), so it executes the state-updating block for almost all inputs/states instead of only when `(input==7 && cf==1 && a563233528==9 && a1389193574==34 && -54<a2002160881<=76)` holds, changing control flow and global variable updates.","CompletionUsage(completion_tokens=88, prompt_tokens=21298, total_tokens=21386, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=17024))"
Problem2,v9/Problem2.c,"Yes
The mutant negates the guard `if((a1389193574 == 33 && a2002160881 <= -181 && a563233528 == 7 && cf==1 && a721393603 == 7))` to `if(!( ... ))` in `calculate_output`, changing which transition block (m21–m24) can execute and thus altering state updates/control flow.","CompletionUsage(completion_tokens=86, prompt_tokens=21297, total_tokens=21383, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=17024))"
Problem2,v7/Problem2.c,"Yes
- Mutant `calculate_outputm25` negates the first condition (`if(!(...))`), so it executes the state-updating block for almost all inputs/states instead of only when `(input==7 && cf==1 && a563233528==9 && a1389193574==34 && -54<a2002160881<=76)`, changing control flow and global variable updates.","CompletionUsage(completion_tokens=87, prompt_tokens=21298, total_tokens=21385, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=21120))"
Problem2,v5/Problem2.c,"Yes
- Mutant `calculate_outputm23` negates the guard condition (`if(!( ... ))`), so it executes the state-updating transition for all inputs/states *except* the intended one, changing control flow and global state updates.","CompletionUsage(completion_tokens=54, prompt_tokens=21297, total_tokens=21351, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=17024))"
Problem2,v3/Problem2.c,"Yes
Mutant changes `if((a563233528==9 && a721393603==8 && ... && cf==1))` to `if(!(...))` before calling `calculate_outputm25/m26`, inverting the condition and thus altering control flow (mutant `calculate_output`: `if(!((a563233528 == 9 && ( cf==1 && a721393603 == 8)) && ...))`).","CompletionUsage(completion_tokens=94, prompt_tokens=21298, total_tokens=21392, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=17024))"
Problem2,v10/Problem2.c,"Yes
- In `calculate_output` the condition guarding the `a721393603==5` branch was negated: mutant uses `if(!(((a721393603 == 5 && cf==1 ) && a1389193574 == 33) && (a563233528 == 7 && a2002160881 <= -181)))` instead of the original positive check, changing which transitions (`calculate_outputm16/m17`) can execute.","CompletionUsage(completion_tokens=97, prompt_tokens=21298, total_tokens=21395, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=19072))"
Problem2,v8/Problem2.c,"Yes
- In `calculate_outputm8` the first condition is negated: `if(!((a1389193574 == 32 && ... (input == 5) ... )))` (mutant) instead of `if((a1389193574 == 32 && ... (input == 5) ... ))` (source), causing the state-updating block to execute for almost all inputs/states rather than only when `input==5` and the guard holds.","CompletionUsage(completion_tokens=103, prompt_tokens=21298, total_tokens=21401, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=11904))"
nsichneu,v2/nsichneu.c,"Yes
- Mutant changes `if (x < y)` to `if (x > y)` in the first P1 block, altering when state updates (`P1_is_marked`, `P3_*`) occur.
- Mutant changes a later condition from `&&` to `||`: `if ((P1_is_marked >= 3)|| (P3_is_marked + 3 <= 6) && (P1_marking_member_0[0] == P1_marking_member_0[2]))`, which changes control flow and can execute the block under different states.","CompletionUsage(completion_tokens=126, prompt_tokens=68794, total_tokens=68920, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
nsichneu,v1/nsichneu.c,"Yes
- Mutant changes the first P1 transition guard from `if (x < y)` to `if (x > y)`, altering when `P1_is_marked`, `P3_is_marked`, and `P3_marking_member_0[...]` are updated (mutant: first `if (x > y)` inside the first `if (P1_marking_member_0[1] == P1_marking_member_0[2])` block).","CompletionUsage(completion_tokens=103, prompt_tokens=68795, total_tokens=68898, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
nsichneu,v7/nsichneu.c,"Yes
- Mutant changes the first P1 transition guard from `if (x < y)` to `if (x > y)`, altering control flow and whether state updates to `P1_is_marked/P3_*` occur.
- Mutant changes a later P2 condition from `(P2_marking_member_0[3] == P2_marking_member_0[4])` to `(P2_marking_member_0[3] != P2_marking_member_0[4])`, altering which transition can fire and thus state updates.","CompletionUsage(completion_tokens=119, prompt_tokens=68795, total_tokens=68914, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=34432))"
nsichneu,v12/nsichneu.c,"Yes
- Mutant changes the first P1 transition guard from `if (x < y)` to `if (x > y)`, altering control flow and updates to `P1_is_marked`, `P3_is_marked`, and `P3_marking_member_0` when `P1_marking_member_0[1]==P1_marking_member_0[2]`.
- Mutant changes a later P2 condition from `((P2_marking_member_0[2] == P2_marking_member_0[0]) && (P2_marking_member_0[2] == P2_marking_member_0[1]))` to `((P2_marking_member_0[2] == P2_marking_member_0[0]) || (P2_marking_member_0[2] == P2_marking_member_0[1]))`, enabling the block under more cases and thus changing state updates.","CompletionUsage(completion_tokens=202, prompt_tokens=68795, total_tokens=68997, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=65152))"
nsichneu,v3/nsichneu.c,"Yes
- Mutant changes the first P1 transition guard from `if (x < y)` to `if (x > y)`, altering control flow and thus updates to `P1_is_marked`, `P3_is_marked`, and `P3_marking_member_0` (mutant: first `if (x > y)` inside the `P1_marking_member_0[1] == P1_marking_member_0[2]` block).
- Mutant changes one P2 transition guard from `if ((b > a))` to `if ((b < a))`, altering whether markings are consumed/produced (mutant: block with condition `(P2_marking_member_0[0]==P2_marking_member_0[1]) && (P2_marking_member_0[0]==P2_marking_member_0[3])`, inside it `if ((b < a))`).","CompletionUsage(completion_tokens=198, prompt_tokens=68795, total_tokens=68993, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=38528))"
nsichneu,v11/nsichneu.c,"Yes
- Mutant changes the first P1 transition guard from `if (x < y)` to `if (x > y)`, altering when state updates (P1_is_marked/P3_is_marked and P3_marking_member_0 writes) occur.
- Mutant changes one later transition to do `P3_is_marked -= 3;` instead of `P3_is_marked += 3;`, altering marking count and subsequent array indexing/behavior.","CompletionUsage(completion_tokens=102, prompt_tokens=68795, total_tokens=68897, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0))"
nsichneu,v6/nsichneu.c,"Yes
- Mutant changes condition `if (x < y)` to `if (x > y)` in the first P1 block (near start of loop), altering control flow and state updates.
- Mutant stores `-z` into `P3_marking_member_0[P3_is_marked+2]` instead of `z` in the second P1 block, changing data values/side effects.","CompletionUsage(completion_tokens=89, prompt_tokens=68796, total_tokens=68885, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=34432))"
nsichneu,v8/nsichneu.c,"Yes
- Mutant changes the first P1 transition guard from `if (x < y)` to `if (x > y)`, altering when `P1_is_marked`, `P3_is_marked`, and `P3_marking_member_0[...]` are updated (first `if` block inside the `while` loop).
- Mutant changes one later P2 transition condition from `if (b > a)` to `if (b >= a)`, allowing the transition to fire when `b == a` and thus changing state updates (block with condition `(P2_marking_member_0[3]==P2_marking_member_0[1]) && (P2_marking_member_0[3]==P2_marking_member_0[4])`).","CompletionUsage(completion_tokens=165, prompt_tokens=68795, total_tokens=68960, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=53888))"
nsichneu,v5/nsichneu.c,"Yes
- Mutant changes `if (x < y)` to `if (x > y)` in the first P1 block (mutant: `if (x > y)`), altering when state updates to `P1_is_marked`, `P3_is_marked`, and `P3_marking_member_0` occur.
- Mutant changes `if ( (P1_is_marked >= 3) && ...)` to `if ( !(P1_is_marked >= 3) && ...)` in the P1 condition with `(P1_marking_member_0[2] == P1_marking_member_0[0])`, altering control flow and side effects.","CompletionUsage(completion_tokens=146, prompt_tokens=68795, total_tokens=68941, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=34432))"
